# YYYY MM DD HHMM  Lon_sid(deg)  Lat(deg)  Dist(AU)  Ayanamsa(deg)
2017 04 02 0000  268.281156  2.400427  106.094507  24.978798
2017 04 03 0000  268.282852  2.400827  106.044104  24.978851
2017 04 04 0000  268.284393  2.401229  105.993653  24.978902
2017 04 05 0000  268.285784  2.401632  105.943156  24.978947
2017 04 06 0000  268.287029  2.402037  105.892619  24.978980
2017 04 07 0000  268.288129  2.402442  105.842047  24.979001
2017 04 08 0000  268.289082  2.402849  105.791445  24.979012
2017 04 09 0000  268.289885  2.403257  105.740818  24.979015
2017 04 10 0000  268.290532  2.403666  105.690170  24.979015
2017 04 11 0000  268.291020  2.404075  105.639506  24.979017
2017 04 12 0000  268.291344  2.404485  105.588831  24.979023
2017 04 13 0000  268.291501  2.404896  105.538149  24.979037
2017 04 14 0000  268.291491  2.405307  105.487466  24.979061
2017 04 15 0000  268.291313  2.405718  105.436785  24.979092
2017 04 16 0000  268.290968  2.406129  105.386112  24.979131
2017 04 17 0000  268.290458  2.406540  105.335452  24.979175
2017 04 18 0000  268.289788  2.406951  105.284809  24.979220
2017 04 19 0000  268.288959  2.407362  105.234189  24.979263
2017 04 20 0000  268.287975  2.407773  105.183595  24.979302
2017 04 21 0000  268.286839  2.408184  105.133034  24.979333
2017 04 22 0000  268.285552  2.408594  105.082510  24.979355
2017 04 23 0000  268.284114  2.409003  105.032028  24.979367
2017 04 24 0000  268.282523  2.409412  104.981594  24.979374
2017 04 25 0000  268.280773  2.409820  104.931213  24.979378
2017 04 26 0000  268.278859  2.410227  104.880889  24.979389
2017 04 27 0000  268.276773  2.410633  104.830628  24.979412
2017 04 28 0000  268.274512  2.411038  104.780437  24.979452
2017 04 29 0000  268.272079  2.411441  104.730319  24.979506
2017 04 30 0000  268.269479  2.411844  104.680280  24.979570
2017 05 01 0000  268.266722  2.412245  104.630325  24.979634
2017 05 02 0000  268.263816  2.412644  104.580458  24.979693
2017 05 03 0000  268.260768  2.413042  104.530686  24.979740
2017 05 04 0000  268.257578  2.413437  104.481011  24.979774
2017 05 05 0000  268.254248  2.413831  104.431438  24.979796
2017 05 06 0000  268.250774  2.414223  104.381973  24.979811
2017 05 07 0000  268.247154  2.414612  104.332618  24.979821
2017 05 08 0000  268.243384  2.414999  104.283379  24.979832
2017 05 09 0000  268.239461  2.415384  104.234259  24.979847
2017 05 10 0000  268.235383  2.415766  104.185262  24.979869
2017 05 11 0000  268.231150  2.416146  104.136393  24.979900
2017 05 12 0000  268.226762  2.416522  104.087656  24.979940
2017 05 13 0000  268.222222  2.416896  104.039055  24.979987
2017 05 14 0000  268.217533  2.417267  103.990593  24.980040
2017 05 15 0000  268.212700  2.417635  103.942275  24.980096
2017 05 16 0000  268.207725  2.417999  103.894106  24.980151
2017 05 17 0000  268.202615  2.418361  103.846088  24.980201
2017 05 18 0000  268.197372  2.418719  103.798227  24.980245
2017 05 19 0000  268.192000  2.419073  103.750526  24.980280
2017 05 20 0000  268.186501  2.419424  103.702989  24.980306
2017 05 21 0000  268.180873  2.419772  103.655621  24.980325
2017 05 22 0000  268.175115  2.420116  103.608426  24.980341
2017 05 23 0000  268.169222  2.420456  103.561408  24.980358
2017 05 24 0000  268.163188  2.420792  103.514571  24.980385
2017 05 25 0000  268.157009  2.421124  103.467920  24.980428
2017 05 26 0000  268.150685  2.421453  103.421458  24.980487
2017 05 27 0000  268.144222  2.421777  103.375191  24.980560
2017 05 28 0000  268.137630  2.422096  103.329120  24.980638
2017 05 29 0000  268.130920  2.422412  103.283252  24.980712
2017 05 30 0000  268.124100  2.422723  103.237588  24.980775
2017 05 31 0000  268.117176  2.423029  103.192132  24.980825
2017 06 01 0000  268.110150  2.423331  103.146888  24.980861
2017 06 02 0000  268.103020  2.423628  103.101858  24.980886
2017 06 03 0000  268.095783  2.423920  103.057045  24.980906
2017 06 04 0000  268.088438  2.424207  103.012452  24.980925
2017 06 05 0000  268.080982  2.424489  102.968083  24.980948
2017 06 06 0000  268.073414  2.424766  102.923939  24.980977
2017 06 07 0000  268.065733  2.425038  102.880023  24.981014
2017 06 08 0000  268.057942  2.425304  102.836338  24.981059
2017 06 09 0000  268.050043  2.425565  102.792887  24.981113
2017 06 10 0000  268.042041  2.425821  102.749672  24.981173
2017 06 11 0000  268.033940  2.426071  102.706696  24.981235
2017 06 12 0000  268.025745  2.426315  102.663960  24.981298
2017 06 13 0000  268.017462  2.426554  102.621469  24.981357
2017 06 14 0000  268.009095  2.426788  102.579224  24.981409
2017 06 15 0000  268.000651  2.427015  102.537227  24.981453
2017 06 16 0000  267.992129  2.427237  102.495482  24.981487
2017 06 17 0000  267.983533  2.427453  102.453990  24.981514
2017 06 18 0000  267.974861  2.427664  102.412754  24.981535
2017 06 19 0000  267.966110  2.427868  102.371777  24.981556
2017 06 20 0000  267.957276  2.428066  102.331062  24.981584
2017 06 21 0000  267.948356  2.428258  102.290610  24.981623
2017 06 22 0000  267.939348  2.428445  102.250423  24.981679
2017 06 23 0000  267.930256  2.428625  102.210505  24.981750
2017 06 24 0000  267.921088  2.428799  102.170858  24.981830
2017 06 25 0000  267.911856  2.428966  102.131483  24.981912
2017 06 26 0000  267.902571  2.429128  102.092382  24.981985
2017 06 27 0000  267.893241  2.429283  102.053557  24.982044
2017 06 28 0000  267.883872  2.429431  102.015009  24.982088
2017 06 29 0000  267.874463  2.429573  101.976739  24.982120
2017 06 30 0000  267.865013  2.429708  101.938749  24.982143
2017 07 01 0000  267.855519  2.429837  101.901039  24.982163
2017 07 02 0000  267.845978  2.429959  101.863609  24.982185
2017 07 03 0000  267.836390  2.430074  101.826462  24.982212
2017 07 04 0000  267.826756  2.430183  101.789597  24.982247
2017 07 05 0000  267.817077  2.430285  101.753015  24.982291
2017 07 06 0000  267.807356  2.430380  101.716717  24.982342
2017 07 07 0000  267.797598  2.430468  101.680704  24.982400
2017 07 08 0000  267.787807  2.430550  101.644975  24.982461
2017 07 09 0000  267.777990  2.430624  101.609532  24.982523
2017 07 10 0000  267.768152  2.430692  101.574375  24.982581
2017 07 11 0000  267.758299  2.430753  101.539504  24.982634
2017 07 12 0000  267.748437  2.430807  101.504920  24.982678
2017 07 13 0000  267.738568  2.430855  101.470623  24.982711
2017 07 14 0000  267.728695  2.430895  101.436614  24.982736
2017 07 15 0000  267.718818  2.430929  101.402893  24.982755
2017 07 16 0000  267.708934  2.430955  101.369460  24.982772
2017 07 17 0000  267.699042  2.430975  101.336316  24.982793
2017 07 18 0000  267.689137  2.430988  101.303462  24.982823
2017 07 19 0000  267.679219  2.430994  101.270897  24.982867
2017 07 20 0000  267.669289  2.430994  101.238621  24.982926
2017 07 21 0000  267.659354  2.430986  101.206635  24.982996
2017 07 22 0000  267.649422  2.430972  101.174939  24.983071
2017 07 23 0000  267.639507  2.430951  101.143532  24.983143
2017 07 24 0000  267.629618  2.430922  101.112414  24.983203
2017 07 25 0000  267.619762  2.430887  101.081584  24.983247
2017 07 26 0000  267.609943  2.430845  101.051042  24.983277
2017 07 27 0000  267.600159  2.430796  101.020785  24.983296
2017 07 28 0000  267.590407  2.430740  100.990813  24.983309
2017 07 29 0000  267.580685  2.430677  100.961124  24.983322
2017 07 30 0000  267.570992  2.430608  100.931718  24.983340
2017 07 31 0000  267.561327  2.430531  100.902592  24.983365
2017 08 01 0000  267.551692  2.430448  100.873745  24.983398
2017 08 02 0000  267.542089  2.430357  100.845176  24.983439
2017 08 03 0000  267.532524  2.430260  100.816883  24.983487
2017 08 04 0000  267.522999  2.430157  100.788865  24.983539
2017 08 05 0000  267.513523  2.430046  100.761119  24.983592
2017 08 06 0000  267.504099  2.429929  100.733644  24.983643
2017 08 07 0000  267.494735  2.429805  100.706439  24.983689
2017 08 08 0000  267.485435  2.429675  100.679502  24.983726
2017 08 09 0000  267.476204  2.429538  100.652830  24.983753
2017 08 10 0000  267.467044  2.429395  100.626423  24.983770
2017 08 11 0000  267.457954  2.429245  100.600278  24.983781
2017 08 12 0000  267.448934  2.429089  100.574394  24.983788
2017 08 13 0000  267.439980  2.428927  100.548769  24.983797
2017 08 14 0000  267.431089  2.428759  100.523401  24.983814
2017 08 15 0000  267.422260  2.428584  100.498289  24.983843
2017 08 16 0000  267.413494  2.428403  100.473430  24.983886
2017 08 17 0000  267.404795  2.428216  100.448823  24.983941
2017 08 18 0000  267.396171  2.428024  100.424465  24.984003
2017 08 19 0000  267.387632  2.427825  100.400353  24.984064
2017 08 20 0000  267.379188  2.427620  100.376486  24.984117
2017 08 21 0000  267.370847  2.427409  100.352861  24.984157
2017 08 22 0000  267.362614  2.427193  100.329474  24.984182
2017 08 23 0000  267.354489  2.426970  100.306323  24.984194
2017 08 24 0000  267.346469  2.426742  100.283404  24.984198
2017 08 25 0000  267.338552  2.426508  100.260715  24.984200
2017 08 26 0000  267.330734  2.426269  100.238250  24.984206
2017 08 27 0000  267.323015  2.426024  100.216008  24.984218
2017 08 28 0000  267.315394  2.425773  100.193985  24.984238
2017 08 29 0000  267.307874  2.425517  100.172177  24.984266
2017 08 30 0000  267.300459  2.425256  100.150580  24.984302
2017 08 31 0000  267.293151  2.424990  100.129191  24.984343
2017 09 01 0000  267.285957  2.424718  100.108007  24.984387
2017 09 02 0000  267.278881  2.424442  100.087024  24.984429
2017 09 03 0000  267.271929  2.424160  100.066237  24.984468
2017 09 04 0000  267.265106  2.423874  100.045644  24.984498
2017 09 05 0000  267.258415  2.423582  100.025241  24.984520
2017 09 06 0000  267.251859  2.423287  100.005025  24.984531
2017 09 07 0000  267.245438  2.422986  99.984991  24.984534
2017 09 08 0000  267.239150  2.422682  99.965136  24.984533
2017 09 09 0000  267.232991  2.422373  99.945457  24.984532
2017 09 10 0000  267.226957  2.422059  99.925951  24.984539
2017 09 11 0000  267.221046  2.421742  99.906612  24.984557
2017 09 12 0000  267.215257  2.421421  99.887439  24.984589
2017 09 13 0000  267.209593  2.421095  99.868427  24.984633
2017 09 14 0000  267.204061  2.420766  99.849572  24.984685
2017 09 15 0000  267.198670  2.420433  99.830870  24.984738
2017 09 16 0000  267.193427  2.420096  99.812317  24.984786
2017 09 17 0000  267.188341  2.419756  99.793909  24.984822
2017 09 18 0000  267.183415  2.419412  99.775641  24.984845
2017 09 19 0000  267.178651  2.419065  99.757509  24.984855
2017 09 20 0000  267.174047  2.418715  99.739508  24.984855
2017 09 21 0000  267.169598  2.418361  99.721633  24.984852
2017 09 22 0000  267.165301  2.418004  99.703878  24.984850
2017 09 23 0000  267.161152  2.417644  99.686240  24.984855
2017 09 24 0000  267.157151  2.417281  99.668714  24.984868
2017 09 25 0000  267.153299  2.416916  99.651293  24.984889
2017 09 26 0000  267.149596  2.416547  99.633974  24.984919
2017 09 27 0000  267.146046  2.416177  99.616751  24.984956
2017 09 28 0000  267.142653  2.415803  99.599620  24.984996
2017 09 29 0000  267.139420  2.415428  99.582575  24.985036
2017 09 30 0000  267.136352  2.415050  99.565611  24.985074
2017 10 01 0000  267.133454  2.414671  99.548724  24.985105
2017 10 02 0000  267.130727  2.414289  99.531909  24.985128
2017 10 03 0000  267.128174  2.413906  99.515161  24.985142
2017 10 04 0000  267.125794  2.413521  99.498475  24.985146
2017 10 05 0000  267.123586  2.413134  99.481847  24.985145
2017 10 06 0000  267.121545  2.412746  99.465272  24.985144
2017 10 07 0000  267.119664  2.412357  99.448745  24.985148
2017 10 08 0000  267.117940  2.411967  99.432262  24.985163
2017 10 09 0000  267.116368  2.411576  99.415817  24.985194
2017 10 10 0000  267.114952  2.411184  99.399408  24.985238
2017 10 11 0000  267.113695  2.410791  99.383027  24.985292
2017 10 12 0000  267.112606  2.410398  99.366672  24.985348
2017 10 13 0000  267.111692  2.410004  99.350336  24.985400
2017 10 14 0000  267.110959  2.409609  99.334015  24.985441
2017 10 15 0000  267.110411  2.409215  99.317704  24.985470
2017 10 16 0000  267.110048  2.408820  99.301396  24.985486
2017 10 17 0000  267.109866  2.408425  99.285088  24.985493
2017 10 18 0000  267.109863  2.408029  99.268772  24.985495
2017 10 19 0000  267.110032  2.407634  99.252444  24.985497
2017 10 20 0000  267.110369  2.407240  99.236098  24.985504
2017 10 21 0000  267.110871  2.406845  99.219729  24.985519
2017 10 22 0000  267.111536  2.406451  99.203331  24.985544
2017 10 23 0000  267.112365  2.406058  99.186899  24.985578
2017 10 24 0000  267.113358  2.405665  99.170427  24.985619
2017 10 25 0000  267.114519  2.405273  99.153910  24.985665
2017 10 26 0000  267.115849  2.404883  99.137343  24.985713
2017 10 27 0000  267.117352  2.404493  99.120720  24.985759
2017 10 28 0000  267.119031  2.404105  99.104037  24.985800
2017 10 29 0000  267.120886  2.403718  99.087287  24.985834
2017 10 30 0000  267.122919  2.403333  99.070467  24.985860
2017 10 31 0000  267.125129  2.402950  99.053571  24.985877
2017 11 01 0000  267.127514  2.402568  99.036595  24.985886
2017 11 02 0000  267.130068  2.402188  99.019533  24.985893
2017 11 03 0000  267.132785  2.401811  99.002382  24.985904
2017 11 04 0000  267.135657  2.401436  98.985135  24.985924
2017 11 05 0000  267.138679  2.401063  98.967790  24.985959
2017 11 06 0000  267.141848  2.400692  98.950341  24.986011
2017 11 07 0000  267.145167  2.400324  98.932784  24.986076
2017 11 08 0000  267.148642  2.399959  98.915114  24.986146
2017 11 09 0000  267.152282  2.399597  98.897327  24.986213
2017 11 10 0000  267.156093  2.399237  98.879418  24.986270
2017 11 11 0000  267.160076  2.398880  98.861381  24.986314
2017 11 12 0000  267.164232  2.398527  98.843213  24.986345
2017 11 13 0000  267.168556  2.398177  98.824907  24.986365
2017 11 14 0000  267.173043  2.397830  98.806459  24.986379
2017 11 15 0000  267.177686  2.397486  98.787865  24.986392
2017 11 16 0000  267.182480  2.397146  98.769118  24.986409
2017 11 17 0000  267.187418  2.396809  98.750214  24.986434
2017 11 18 0000  267.192499  2.396476  98.731149  24.986467
2017 11 19 0000  267.197719  2.396147  98.711917  24.986511
2017 11 20 0000  267.203080  2.395822  98.692514  24.986562
2017 11 21 0000  267.208580  2.395501  98.672935  24.986619
2017 11 22 0000  267.214223  2.395184  98.653176  24.986679
2017 11 23 0000  267.220009  2.394872  98.633232  24.986738
2017 11 24 0000  267.225939  2.394563  98.613099  24.986793
2017 11 25 0000  267.232015  2.394260  98.592773  24.986841
2017 11 26 0000  267.238236  2.393961  98.572250  24.986881
2017 11 27 0000  267.244600  2.393667  98.551527  24.986913
2017 11 28 0000  267.251104  2.393377  98.530598  24.986937
2017 11 29 0000  267.257743  2.393093  98.509461  24.986957
2017 11 30 0000  267.264509  2.392814  98.488111  24.986976
2017 12 01 0000  267.271396  2.392540  98.466547  24.987003
2017 12 02 0000  267.278394  2.392271  98.444763  24.987042
2017 12 03 0000  267.285497  2.392008  98.422758  24.987098
2017 12 04 0000  267.292703  2.391750  98.400527  24.987170
2017 12 05 0000  267.300018  2.391497  98.378069  24.987253
2017 12 06 0000  267.307448  2.391250  98.355378  24.987336
2017 12 07 0000  267.314999  2.391009  98.332453  24.987411
2017 12 08 0000  267.322677  2.390774  98.309290  24.987473
2017 12 09 0000  267.330481  2.390544  98.285885  24.987518
2017 12 10 0000  267.338405  2.390320  98.262235  24.987551
2017 12 11 0000  267.346442  2.390102  98.238337  24.987576
2017 12 12 0000  267.354584  2.389890  98.214187  24.987598
2017 12 13 0000  267.362825  2.389684  98.189782  24.987623
2017 12 14 0000  267.371158  2.389484  98.165119  24.987654
2017 12 15 0000  267.379577  2.389290  98.140194  24.987693
2017 12 16 0000  267.388080  2.389102  98.115005  24.987742
2017 12 17 0000  267.396665  2.388921  98.089549  24.987799
2017 12 18 0000  267.405331  2.388746  98.063823  24.987862
2017 12 19 0000  267.414079  2.388578  98.037824  24.987928
2017 12 20 0000  267.422908  2.388416  98.011551  24.987995
2017 12 21 0000  267.431819  2.388261  97.985000  24.988057
2017 12 22 0000  267.440813  2.388113  97.958170  24.988114
2017 12 23 0000  267.449887  2.387971  97.931058  24.988162
2017 12 24 0000  267.459041  2.387836  97.903662  24.988201
2017 12 25 0000  267.468269  2.387709  97.875982  24.988231
2017 12 26 0000  267.477568  2.387588  97.848015  24.988256
2017 12 27 0000  267.486928  2.387474  97.819759  24.988279
2017 12 28 0000  267.496344  2.387367  97.791214  24.988306
2017 12 29 0000  267.505805  2.387267  97.762378  24.988341
2017 12 30 0000  267.515304  2.387175  97.733251  24.988391
2017 12 31 0000  267.524835  2.387089  97.703831  24.988458
2018 01 01 0000  267.534399  2.387011  97.674117  24.988538
2018 01 02 0000  267.544000  2.386940  97.644109  24.988624
2018 01 03 0000  267.553646  2.386876  97.613806  24.988707
2018 01 04 0000  267.563343  2.386820  97.583206  24.988777
2018 01 05 0000  267.573091  2.386771  97.552309  24.988830
2018 01 06 0000  267.582888  2.386729  97.521114  24.988868
2018 01 07 0000  267.592726  2.386694  97.489620  24.988894
2018 01 08 0000  267.602596  2.386666  97.457825  24.988915
2018 01 09 0000  267.612489  2.386646  97.425730  24.988937
